"domain","type","1 year","2 years","3 years","4 years","5 years","6 years","7 years","8 years","9 years","10 years"
".sc","domaintransfer","84.99","169.98","254.97","339.96","424.95","509.94","594.93","679.92","764.91","849.9"
".school","domainregister","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".school","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".school","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".schule","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".schule","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".schule","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".science","domaintransfer","8.99"
".science","domainregister","7.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".science","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".security","domaintransfer","2395.0"
".security","domainregister","2395.0","4790.0","7185.0","9580.0","11975.0","14370.0","16765.0","19160.0","21555.0","23950.0"
".security","domainrenew","2395.0","4790.0","7185.0","9580.0","11975.0","14370.0","16765.0","19160.0","21555.0","23950.0"
".services","domainregister","11.99","35.58","59.17","78.76","117.95","141.54","165.13","188.72","212.31","235.9"
".services","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".services","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".sex","domaintransfer","91.0"
".sex","domainregister","91.0","182.0","273.0","364.0","455.0","546.0","637.0","728.0","819.0","910.0"
".sex","domainrenew","91.0","182.0","273.0","364.0","455.0","546.0","637.0","728.0","819.0","910.0"
".sexy","domainregister","2600.0","5200.0","7800.0","10400.0","13000.0","15600.0","18200.0","20800.0","23400.0","26000.0"
".sexy","domainrenew","2600.0","5200.0","7800.0","10400.0","13000.0","15600.0","18200.0","20800.0","23400.0","26000.0"
".sexy","domaintransfer","2600.0","31.98","47.97","63.96","79.95","95.94","111.93","127.92","143.91","159.9"
".shoes","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".shoes","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".shoes","domaintransfer","41.09","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".shop","domaintransfer","29.89"
".shop","domainregister","7.49","37.38","67.27","97.16","133.35","165.94","152.57","176.75","200.93","225.11"
".shop","domainrenew","29.89","59.78","89.67","119.56","149.45","179.34","209.23","239.12","269.01","298.9"
".show","domainregister","9.99","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".show","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".show","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".singles","domainregister","9.99","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".singles","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".singles","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".site","domaintransfer","22.99"
".site","domainregister","0.99","23.98","46.77","69.76","92.75","115.74","138.73","161.72","184.71","207.7"
".site","domainrenew","22.99","45.98","68.97","91.96","114.95","137.94","160.93","183.92","206.91","229.9"
".soccer","domainregister","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".soccer","domainrenew","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".soccer","domaintransfer","15.89","31.78","47.67","63.56","79.45","95.34","111.23","127.12","143.01","158.9"
".solar","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".solar","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".solar","domaintransfer","41.09","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".solutions","domainregister","14.99","30.58","46.17","58.76","77.95","93.54","109.13","124.72","140.31","155.9"
".solutions","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".solutions","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".space","domaintransfer","16.99"
".space","domainregister","1.99","17.99","50.97","67.96","84.95","101.94","118.93","135.92","152.91","169.9"
".space","domainrenew","16.99","33.98","50.97","67.96","84.95","101.94","118.93","135.92","152.91","169.9"
".store","domaintransfer","48.59"
".store","domainregister","3.99","52.58","101.17","149.76","242.95","291.54","340.13","388.72","437.31","485.9"
".store","domainrenew","48.59","97.18","145.77","194.36","242.95","291.54","340.13","388.72","437.31","485.9"
".study","domaintransfer","25.99"
".study","domainregister","25.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".study","domainrenew","25.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".style","domainregister","14.99","38.88","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".style","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".style","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".supplies","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".supplies","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".supplies","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".supply","domainregister","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".supply","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".supply","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".support","domainregister","7.99","27.58","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".support","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".support","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".surf","domaintransfer","23.99"
".surf","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".surf","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".surgery","domainregister","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".surgery","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".surgery","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".sydney","domaintransfer","59.99"
".sydney","domainregister","59.99","119.98","179.97","239.96","299.95","359.94","419.93","479.92","539.91","599.9"
".sydney","domainrenew","59.99","119.98","179.97","239.96","299.95","359.94","419.93","479.92","539.91","599.9"
".systems","domainregister","11.99","27.58","39.17","54.76","77.95","93.54","109.13","124.72","140.31","155.9"
".systems","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".systems","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".tattoo","domainregister","36.99","73.98","110.97","147.96","184.95","221.94","258.93","295.92","332.91","369.9"
".tattoo","domainrenew","36.99","73.98","110.97","147.96","184.95","221.94","258.93","295.92","332.91","369.9"
".tattoo","domaintransfer","36.99","51.98","77.97","103.96","129.95","155.94","181.93","207.92","233.91","259.9"
".tax","domainregister","14.99","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".tax","domainrenew","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".tax","domaintransfer","38.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".taxi","domainregister","14.99","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".taxi","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".taxi","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".team","domainregister","9.99","33.88","16.97","76.76","119.45","143.34","167.23","191.12","215.01","238.9"
".team","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".team","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".tech","domaintransfer","39.59"
".tech","domainregister","2.99","42.58","82.17","121.76","197.95","237.54","277.13","316.72","356.31","395.9"
".tech","domainrenew","39.59","79.18","118.77","158.36","197.95","237.54","277.13","316.72","356.31","395.9"
".technology","domainregister","11.99","27.58","39.17","54.76","77.95","93.54","109.13","124.72","140.31","155.9"
".technology","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".technology","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".tel","domainregister","10.99","21.98","32.97","43.96","54.95","65.94","76.93","87.92","98.91","109.9"
".tel","domainrenew","10.99","21.98","32.97","43.96","54.95","65.94","76.93","87.92","98.91","109.9"
".tel","domaintransfer","10.99","21.98","32.97","43.96","54.95","65.94","76.93","87.92","98.91","109.9"
".tennis","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".tennis","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".tennis","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".theater","domainregister","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".theater","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".theater","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".theatre","domaintransfer","589.0"
".theatre","domainregister","589.0","1178.0","1767.0","2356.0","2945.0","3534.0","4123.0","4712.0","5301.0","5890.0"
".theatre","domainrenew","599.0","1198.0","1797.0","2396.0","2995.0","3594.0","4193.0","4792.0","5391.0","5990.0"
".tickets","domaintransfer","389.0"
".tickets","domainregister","389.0","778.0","1167.0","1556.0","1945.0","2334.0","2723.0","3112.0","3501.0","3890.0"
".tickets","domainrenew","389.0","778.0","1167.0","1556.0","1945.0","2334.0","2723.0","3112.0","3501.0","3890.0"
".tienda","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".tienda","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".tienda","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".tips","domainregister","14.99","30.58","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".tips","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".tips","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".tires","domainregister","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".tires","domainrenew","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".tires","domaintransfer","78.89","157.78","236.67","315.56","394.45","473.34","552.23","631.12","710.01","788.9"
".today","domainregister","3.99","20.58","35.17","50.76","77.95","93.54","109.13","124.72","140.31","155.9"
".today","domainrenew","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".today","domaintransfer","15.59","31.18","46.77","62.36","77.95","93.54","109.13","124.72","140.31","155.9"
".tokyo","domainregister","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".tokyo","domainrenew","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".tokyo","domaintransfer","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".tools","domainregister","11.99","35.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".tools","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".tools","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".top","domaintransfer","12.99"
".top","domainregister","1.99","14.48","27.97","39.86","52.85","65.84","78.83","91.82","104.81","117.8"
".top","domainrenew","12.99","25.98","38.97","51.96","64.95","77.94","90.93","103.92","116.91","129.9"
".tours","domainregister","9.99","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".tours","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".tours","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".town","domainregister","9.99","33.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".town","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".town","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".toys","domainregister","19.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".toys","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".toys","domaintransfer","41.09","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".trade","domaintransfer","5.99"
".trade","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".trade","domainrenew","5.99","11.98","17.97","23.96","29.95","35.94","41.93","47.92","53.91","59.9"
".training","domainregister","19.99","43.58","67.17","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".training","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".training","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".tv","domaintransfer","30.0"
".tv","domainregister","30.0","60.0","90.0","120.0","150.0","180.0","210.0","240.0","270.0","300.0"
".tv","domainrenew","30.0","60.0","90.0","120.0","150.0","180.0","210.0","240.0","270.0","300.0"
".tw","domaintransfer","31.99"
".tw","domainregister","31.99","63.98","95.97","127.96","159.95","191.94","223.93","255.92","287.91","319.9"
".tw","domainrenew","31.99","63.98","95.97","127.96","159.95","191.94","223.93","255.92","287.91","319.9"
".uk","domainregister","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".uk","domainrenew","8.59","17.18","25.77","34.36","42.95","51.54","60.13","68.72","77.31","85.9"
".university","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".university","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".university","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".us","domaintransfer","8.14"
".us","domainregister","8.14","16.28","24.42","32.56","40.7","48.84","56.98","65.12","73.26","81.4"
".us","domainrenew","8.14","16.28","24.42","32.56","40.7","48.84","56.98","65.12","73.26","81.4"
".vacations","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".vacations","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".vacations","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".vc","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".vc","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".vc","domaintransfer","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".ventures","domainregister","14.99","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".ventures","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".ventures","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".viajes","domainregister","40.59","81.18","121.77","162.36","202.95","243.54","284.13","324.72","365.31","405.9"
".viajes","domainrenew","40.59","81.18","121.77","162.36","202.95","243.54","284.13","324.72","365.31","405.9"
".viajes","domaintransfer","40.59","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".villas","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".villas","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".villas","domaintransfer","41.09","77.18","115.77","154.36","192.95","231.54","270.13","308.72","347.31","385.9"
".vin","domainregister","9.99","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".vin","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".vin","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".vip","domaintransfer","13.59"
".vip","domainregister","13.59","27.18","40.77","54.36","67.95","81.54","95.13","108.72","122.31","135.9"
".vip","domainrenew","13.59","27.18","40.77","54.36","67.95","81.54","95.13","108.72","122.31","135.9"
".vision","domainregister","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".vision","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".vision","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".vn","domainregister","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".vn","domainrenew","37.99","75.98","113.97","151.96","189.95","227.94","265.93","303.92","341.91","379.9"
".vodka","domaintransfer","23.99"
".vodka","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".vodka","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".vote","domaintransfer","65.99"
".vote","domainregister","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".vote","domainrenew","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".voto","domaintransfer","65.99"
".voto","domainregister","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".voto","domainrenew","65.99","131.98","197.97","263.96","329.95","395.94","461.93","527.92","593.91","659.9"
".voyage","domainregister","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".voyage","domainrenew","41.09","82.18","123.27","164.36","205.45","246.54","287.63","328.72","369.81","410.9"
".voyage","domaintransfer","41.09","71.18","106.77","142.36","177.95","213.54","249.13","284.72","320.31","355.9"
".wales","domainregister","17.99","35.98","53.97","71.96","89.95","107.94","125.93","143.92","161.91","179.9"
".wales","domainrenew","17.99","35.98","53.97","71.96","89.95","107.94","125.93","143.92","161.91","179.9"
".wales","domaintransfer","17.99","35.98","53.97","71.96","89.95","107.94","125.93","143.92","161.91","179.9"
".watch","domainregister","9.99","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".watch","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".watch","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".webcam","domaintransfer","8.99"
".webcam","domainregister","7.99","15.98","23.97","31.96","39.95","47.94","55.93","63.92","71.91","79.9"
".webcam","domainrenew","8.99","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".website","domainregister","2.99","19.98","36.97","53.96","84.95","101.94","118.93","135.92","152.91","169.9"
".website","domainrenew","16.99","33.98","50.97","67.96","84.95","101.94","118.93","135.92","152.91","169.9"
".website","domaintransfer","16.99","33.98","50.97","67.96","84.95","101.94","118.93","135.92","152.91","169.9"
".wedding","domaintransfer","23.99"
".wedding","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".wedding","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".wiki","domainregister","4.99","28.58","73.77","98.36","122.95","147.54","172.13","196.72","221.31","245.9"
".wiki","domainrenew","11.99","23.98","35.97","47.96","59.95","71.94","83.93","95.92","107.91","119.9"
".wiki","domaintransfer","32.99","45.98","68.97","91.96","114.95","137.94","160.93","183.92","206.91","229.9"
".win","domaintransfer","5.99"
".win","domainregister","4.99","9.98","14.97","19.96","24.95","29.94","34.93","39.92","44.91","49.9"
".win","domainrenew","5.99","11.98","17.97","23.96","29.95","35.94","41.93","47.92","53.91","59.9"
".wine","domainregister","9.99","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".wine","domainrenew","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".wine","domaintransfer","38.89","77.78","116.67","155.56","194.45","233.34","272.23","311.12","350.01","388.9"
".work","domaintransfer","7.49"
".work","domainregister","7.49","14.98","22.47","29.96","37.45","44.94","52.43","59.92","67.41","74.9"
".work","domainrenew","7.49","14.98","22.47","29.96","37.45","44.94","52.43","59.92","67.41","74.9"
".works","domainregister","5.99","29.58","53.17","76.76","117.95","141.54","165.13","188.72","212.31","235.9"
".works","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".works","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".world","domainregister","3.99","19.58","35.17","50.76","119.45","143.34","167.23","191.12","215.01","238.9"
".world","domainrenew","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".world","domaintransfer","23.89","47.78","71.67","95.56","119.45","143.34","167.23","191.12","215.01","238.9"
".wtf","domainregister","4.99","28.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".wtf","domainrenew","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".wtf","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".xxx","domaintransfer","91.0"
".xxx","domainregister","91.0","182.0","273.0","364.0","455.0","546.0","637.0","728.0","819.0","910.0"
".xxx","domainrenew","91.0","182.0","273.0","364.0","455.0","546.0","637.0","728.0","819.0","910.0"
".xyz","domainregister","1.99","11.58","29.77","38.36","47.95","57.54","67.13","76.72","86.31","95.9"
".xyz","domainrenew","9.59","19.18","28.77","38.36","47.95","57.54","67.13","76.72","86.31","95.9"
".xyz","domaintransfer","9.59","17.98","26.97","35.96","44.95","53.94","62.93","71.92","80.91","89.9"
".yoga","domaintransfer","23.99"
".yoga","domainregister","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".yoga","domainrenew","23.99","47.98","71.97","95.96","119.95","143.94","167.93","191.92","215.91","239.9"
".yokohama","domainregister","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".yokohama","domainrenew","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".yokohama","domaintransfer","9.99","19.98","29.97","39.96","49.95","59.94","69.93","79.92","89.91","99.9"
".zone","domainregister","9.99","33.58","16.97","76.76","117.95","141.54","165.13","188.72","212.31","235.9"
".zone","domainrenew","23.59","28.58","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
".zone","domaintransfer","23.59","47.18","70.77","94.36","117.95","141.54","165.13","188.72","212.31","235.9"
